route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_type,trip_footnote
17,hjan2507-Sunday-1-JA2025-0000001,4007255,"Stop&Shop (Atwood Ave - Cranston)",1,444237,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007256,"Kennedy Plaza",0,444237,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007257,"Walmart (Cranston)",1,444237,190011,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007258,"Kennedy Plaza",0,444237,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007259,"Stop&Shop (Atwood Ave - Cranston)",1,444237,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007260,"Kennedy Plaza",0,444237,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007261,"Walmart (Cranston)",1,444237,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007262,"Stop&Shop (Atwood Ave - Cranston)",1,444237,170046,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007263,"Kennedy Plaza",0,444238,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007264,"Kennedy Plaza",0,444253,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007265,"Kennedy Plaza",0,444253,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007266,"Kennedy Plaza",0,444253,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007267,"Walmart (Cranston)",1,444253,190011,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007268,"Kennedy Plaza",0,444253,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007269,"Stop&Shop (Atwood Ave - Cranston)",1,444253,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007270,"Kennedy Plaza",0,444253,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007271,"Walmart (Cranston)",1,444253,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007272,"Stop&Shop (Atwood Ave - Cranston)",1,444253,170046,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007273,"Walmart (Cranston)",1,444238,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007274,"Stop&Shop (Atwood Ave - Cranston)",1,444253,170046,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007275,"Kennedy Plaza",0,444237,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007276,"Kennedy Plaza",0,444238,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007277,"Kennedy Plaza",0,444253,190017,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007278,"Walmart (Cranston)",1,444237,190011,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007279,"Walmart (Cranston)",1,444253,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007280,"Stop&Shop (Atwood Ave - Cranston)",1,444238,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007281,"Kennedy Plaza",0,444237,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007282,"Walmart (Cranston)",1,444238,190011,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007283,"Kennedy Plaza",0,444238,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007284,"Kennedy Plaza",0,444253,170013,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007285,"Stop&Shop (Atwood Ave - Cranston)",1,444237,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007286,"Kennedy Plaza",0,444238,170013,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007287,"Stop&Shop (Atwood Ave - Cranston)",1,444253,170046,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007288,"Kennedy Plaza",0,444237,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007289,"Stop&Shop (Atwood Ave - Cranston)",1,444238,170046,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007290,"Kennedy Plaza",0,444253,190017,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007291,"Walmart (Cranston)",1,444237,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007292,"Kennedy Plaza",0,444237,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007293,"Kennedy Plaza",0,444238,190017,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007294,"Walmart (Cranston)",1,444253,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007295,"Kennedy Plaza",0,444253,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007296,"Walmart (Cranston)",1,444238,190011,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007297,"Stop&Shop (Atwood Ave - Cranston)",1,444237,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007298,"Kennedy Plaza",0,444238,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007299,"Walmart (Cranston)",1,444237,190011,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007300,"Kennedy Plaza",0,444237,190017,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007301,"Stop&Shop (Atwood Ave - Cranston)",1,444253,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007302,"Stop&Shop (Atwood Ave - Cranston)",1,444238,170046,0,
17,hjan2507-Sunday-1-JA2025-0000001,4007303,"Kennedy Plaza",0,444237,170013,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007304,"Kennedy Plaza",0,444253,190017,0,
19,hjan2507-Sunday-1-JA2025-0000001,4007305,"Walmart (Cranston)",1,444253,190011,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007306,"Oakland Beach",1,444313,30003,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007307,"Providence Station",0,444313,30005,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007308,"Oakland Beach",1,444313,30003,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007309,"Providence Station",0,444313,30005,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007310,"Oakland Beach",1,444313,30003,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007311,"Warwick Neck",1,444235,40001,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007312,"Providence Station",0,444235,40002,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007313,"Providence Station",0,444235,40002,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007314,"Warwick Neck",1,444235,40001,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007315,"Providence Station",0,444234,30005,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007316,"Warwick Neck",1,444235,40001,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007317,"Oakland Beach",1,444234,30003,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007318,"Providence Station",0,444235,40002,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007319,"Providence Station",0,444234,30005,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007320,"Warwick Neck",1,444235,40001,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007321,"Oakland Beach",1,444234,30003,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007322,"Providence Station",0,444235,40002,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007323,"Providence Station",0,444234,30005,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007324,"Warwick Neck",1,444235,40001,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007325,"Providence Station",0,444235,40002,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007326,"Oakland Beach",1,444234,30003,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007327,"Warwick Neck",1,444235,40001,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007328,"Providence Station",0,444234,30005,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007329,"Providence Station",0,444235,40002,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007330,"Oakland Beach",1,444234,30003,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007331,"Warwick Neck",1,444235,40001,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007332,"Providence Station",0,444234,30005,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007333,"Providence Station",0,444235,40002,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007334,"Oakland Beach",1,444234,30003,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007335,"Warwick Neck",1,444235,40001,0,
3,hjan2507-Sunday-1-JA2025-0000001,4007336,"Providence Station",0,444234,30005,0,
4,hjan2507-Sunday-1-JA2025-0000001,4007337,"Providence Station",0,444235,40002,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007338,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007339,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007340,"Pawtucket Transit Center via Weeden St",1,444255,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007341,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007342,"Hospital District (Providence)",0,444255,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007343,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007344,"Hospital District (Providence)",0,444257,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007345,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007346,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007347,"Pawtucket Transit Center via Weeden St",1,444255,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007348,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007349,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007350,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007351,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007352,"Hospital District (Providence)",0,444257,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007353,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007354,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007355,"Hospital District (Providence)",0,444255,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007356,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007357,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007358,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007359,"Hospital District (Providence)",0,444257,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007360,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007361,"Pawtucket Transit Center via Weeden St",1,444255,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007362,"Hospital District (Providence)",0,444255,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007363,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007364,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007365,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007366,"Hospital District (Providence)",0,444257,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007367,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007368,"Pawtucket Transit Center via Weeden St",1,444255,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007369,"Hospital District (Providence)",0,444255,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007370,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007371,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007372,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007373,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007374,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007375,"Pawtucket Transit Center via Weeden St",1,444255,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007376,"Hospital District (Providence)",0,444257,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007377,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007378,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007379,"Hospital District (Providence)",0,444255,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007380,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007381,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007382,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007383,"Hospital District (Providence)",0,444257,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007384,"Pawtucket Transit Center via Weeden St",1,444258,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007385,"Pawtucket Transit Center via Weeden St",1,444255,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007386,"Hospital District (Providence)",0,444255,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007387,"Pawtucket Transit Center via Weeden St",1,444256,720006,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007388,"Hospital District (Providence)",0,444258,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007389,"Hospital District (Providence)",0,444256,720005,0,
72,hjan2507-Sunday-1-JA2025-0000001,4007390,"Pawtucket Transit Center via Weeden St",1,444257,720006,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007391,"Kennedy Plaza via Elmwood Ave",0,444303,200080,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007392,"Job Lot (Elmwood Ave - Cranston)",1,444303,200032,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007393,"TF Green Airport via Elmwood Ave",1,444303,200062,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007394,"Kennedy Plaza via Elmwood Ave",0,444244,200080,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007395,"Job Lot (Elmwood Ave - Cranston)",1,444244,200032,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007397,"Kennedy Plaza via Elmwood Ave",0,444303,200080,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007398,"TF Green Airport via Elmwood Ave",1,444244,200062,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007399,"Kennedy Plaza via Elmwood Ave",0,444244,200080,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007400,"TF Green Airport via Elmwood Ave",1,444303,200062,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007401,"Kennedy Plaza via Elmwood Ave",0,444303,200080,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007402,"TF Green Airport via Elmwood Ave",1,444244,200062,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007403,"Kennedy Plaza via Elmwood Ave",0,444244,200080,0,
20,hjan2507-Sunday-1-JA2025-0000001,4007404,"TF Green Airport via Elmwood Ave",1,444243,200062,0,
